Title,BSR,Price in £ (starting from),Author,ASIN,ISBN-10,ISBN-13,URL
"A Valency Dictionary of English: A Corpus-based Analysis of the Complementation Patterns of English Verbs, Nouns and Adjectives (Topics in English Linguistics [TiEL])","376,539",263.03,D. Heath,3110171945, 3110171945, 978-3110171945,https://www.amazon.co.uk/Valency-Dictionary-English-Corpus-based-Complementation/dp/3110171945/ref=sr_1_147?s=books&ie=UTF8&qid=1540478645&sr=1-147&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Illustrated Guide to Injectable Fillers: Basics, Indications, Uses (Aesthetic Methods for Skin Rejuvenation)","199,880",303.46,Gerhard Sattler,1850972516, 1850972516, 978-1850972518,https://www.amazon.co.uk/Illustrated-Guide-Injectable-Fillers-Rejuvenation/dp/1850972516/ref=sr_1_145?s=books&ie=UTF8&qid=1540478645&sr=1-145&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Illustrated Guide to Injectable Fillers: Basics, Indications, Uses (Aesthetic Methods for Skin Rejuvenation)","199,880",303.46,Gerhard Sattler,1850972516, 1850972516, 978-1850972518,https://www.amazon.co.uk/Illustrated-Guide-Injectable-Fillers-Rejuvenation/dp/1850972516/ref=sr_1_143?s=books&ie=UTF8&qid=1540478627&sr=1-143&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Principles of Sonar Performance Modelling (Springer Praxis Books),"359,777",197.16,Michael Ainslie,3540876618, 9783540876618, 978-3540876618,https://www.amazon.co.uk/Principles-Performance-Modelling-Springer-Praxis/dp/3540876618/ref=sr_1_141?s=books&ie=UTF8&qid=1540478627&sr=1-141&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The Art of Computer Programming, Volumes 1-4A Boxed Set (Box Set)","171,634",135.09,Donald E. Knuth,0321751043, 0321751043, 978-0321751041,https://www.amazon.co.uk/Computer-Programming-Volumes-1-4A-Boxed/dp/0321751043/ref=sr_1_139?s=books&ie=UTF8&qid=1540478627&sr=1-139&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Physics of Duns Scotus: The Scientific Context of a Theological Vision,"421,344",274.07,Richard Cross,0198269749, 0198269749, 978-0198269748,https://www.amazon.co.uk/Physics-Duns-Scotus-Scientific-Theological/dp/0198269749/ref=sr_1_136?s=books&ie=UTF8&qid=1540478627&sr=1-136&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The Asam Criteria: Treatment Criteria for Addictive, Substance-Related, and Co-Occurring Conditions","743,126",144.94,David Ed Mee-Lee,1617021970, 9781617021978, 978-1617021978,https://www.amazon.co.uk/Asam-Criteria-Substance-Related-Co-Occurring-Conditions/dp/1617021970/ref=sr_1_134?s=books&ie=UTF8&qid=1540478627&sr=1-134&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Sugarcane: Physiology, Biochemistry and Functional Biology (World Agriculture Series)","490,376",141.47,Paul H. Moore,0813821215, 9780813821214, 978-0813821214,https://www.amazon.co.uk/Sugarcane-Physiology-Biochemistry-Functional-Agriculture/dp/0813821215/ref=sr_1_132?s=books&ie=UTF8&qid=1540478627&sr=1-132&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Phänomenologie der Wahrnehmung von Literatur (Untersuchungen Zur Deutschen Literaturgeschichte),"375,559",137.52,Jutta Schlich,3484320710, 3484320710, 978-3484320710,https://www.amazon.co.uk/Ph%C3%A4nomenologie-Wahrnehmung-Literatur-Untersuchungen-Literaturgeschichte/dp/3484320710/ref=sr_1_131?s=books&ie=UTF8&qid=1540478627&sr=1-131&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Private Equity Accounting, Investor Reporting, and Beyond","408,381",302.15,Mariya Stefanova,0133593118, 0133593118, 978-0133593112,https://www.amazon.co.uk/Private-Equity-Accounting-Investor-Reporting/dp/0133593118/ref=sr_1_125?s=books&ie=UTF8&qid=1540478607&sr=1-125&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Advanced Nutrition and Human Metabolism (Mindtap Course List),"241,281",131.18,Jack Smith,1305627857, 1305627857, 978-1305627857,https://www.amazon.co.uk/Advanced-Nutrition-Metabolism-Mindtap-Course/dp/1305627857/ref=sr_1_118?s=books&ie=UTF8&qid=1540478607&sr=1-118&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Pictorial Third: An Essay Into Intermedial Criticism (Literary Criticism and Cultural Theory),"292,175",101.49,Liliane Louvel,1138599018, 9781138599017, 978-1138599017,https://www.amazon.co.uk/Pictorial-Third-Intermedial-Criticism-Literary/dp/1138599018/ref=sr_1_115?s=books&ie=UTF8&qid=1540478607&sr=1-115&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Principles Magnetic Resonance Imaging (IEEE Press Series on Biomedical Engineering),"261,430",111.69,Liang,0780347234, 0780347234, 978-0780347236,https://www.amazon.co.uk/Principles-Magnetic-Resonance-Biomedical-Engineering/dp/0780347234/ref=sr_1_114?s=books&ie=UTF8&qid=1540478607&sr=1-114&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Oxford Textbook of Communication in Oncology and Palliative Care (Oxford Textbooks in Palliative Medicine),"329,579",120.61,David W. Kissane,0198736134, 0198736134, 978-0198736134,https://www.amazon.co.uk/Textbook-Communication-Oncology-Palliative-Textbooks/dp/0198736134/ref=sr_1_111?s=books&ie=UTF8&qid=1540478589&sr=1-111&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
History of the Peninsular War Complete Set,"507,945",555.25,Sir  Charles Oman,1853676950, 1853676950, 978-1853676956,https://www.amazon.co.uk/History-Peninsular-War-Complete-Set/dp/1853676950/ref=sr_1_110?s=books&ie=UTF8&qid=1540478589&sr=1-110&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
International Handbook of Multigenerational Legacies of Trauma (Springer Series on Stress and Coping),"379,956",208.46,Yael Danieli,0306457385, 9780306457388, 978-0306457388,https://www.amazon.co.uk/International-Handbook-Multigenerational-Legacies-Springer/dp/0306457385/ref=sr_1_109?s=books&ie=UTF8&qid=1540478589&sr=1-109&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Small Animal Surgery, 5e","103,475",104.42,Theresa Welch Fossum DVM  MS  PhD  Dipl ACVS,0323443443, 9780323443449, 978-0323443449,https://www.amazon.co.uk/Small-Animal-Surgery-Theresa-Fossum/dp/0323443443/ref=sr_1_108?s=books&ie=UTF8&qid=1540478589&sr=1-108&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Researching Play from a Playwork Perspective (Advances in Playwork Research),"354,321",266.89,Pete King,1138656070, 9781138656079, 978-1138656079,https://www.amazon.co.uk/Researching-Playwork-Perspective-Advances-Research/dp/1138656070/ref=sr_1_105?s=books&ie=UTF8&qid=1540478589&sr=1-105&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Emergence of the Gulf States,"408,874",135.00,J. E. Peterson,147258760X, 9781472587602, 978-1472587602,https://www.amazon.co.uk/Emergence-Gulf-States-J-Peterson/dp/147258760X/ref=sr_1_104?s=books&ie=UTF8&qid=1540478589&sr=1-104&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Studies in Memory of Warren Cowgill (1929-1985): Papers from the Fourth East Coast Indo-European Conference Cornell University, June 6-9, 1985 ... Language and Culture. New Series)","297,902",239.02,Calvert Watkins,3110111276, 9783110111279, 978-3110111279,https://www.amazon.co.uk/Studies-Memory-Warren-Cowgill-1929-1985/dp/3110111276/ref=sr_1_102?s=books&ie=UTF8&qid=1540478589&sr=1-102&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Gray's Anatomy: The Anatomical Basis of Clinical Practice, 41e","274,169",110.99,Richard Tunstall,0702052302, 0702052302, 978-0702052309,https://www.amazon.co.uk/Grays-Anatomy-Anatomical-Clinical-Practice/dp/0702052302/ref=sr_1_101?s=books&ie=UTF8&qid=1540478589&sr=1-101&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Spider-Man Vs. Venom Omnibus,"137,255",102.44,"Tom, Michelinie, David DeFalco",1302913204, 1302913204, 978-1302913205,https://www.amazon.co.uk/Spider-Man-Venom-Omnibus-Michelinie-DeFalco/dp/1302913204/ref=sr_1_97?s=books&ie=UTF8&qid=1540478589&sr=1-97&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Textbook of Veterinary Internal Medicine Expert Consult, 8e (2 volumes)","193,683",133.98,Stephen J. Ettinger DVM  DACVIM,032331211X, 9780323312110, 978-0323312110,https://www.amazon.co.uk/Textbook-Veterinary-Internal-Medicine-Consult/dp/032331211X/ref=sr_1_91?s=books&ie=UTF8&qid=1540478568&sr=1-91&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Manual of Endoscopic Sinus and Skull Base Surgery,"391,397",118.12,Daniel Simmen,3131309725, 9783131309723, 978-3131309723,https://www.amazon.co.uk/Manual-Endoscopic-Sinus-Skull-Surgery/dp/3131309725/ref=sr_1_85?s=books&ie=UTF8&qid=1540478568&sr=1-85&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Punishment (Critical Concepts in Criminology),"369,259",704.75,Richard Jones,0415835496, 9780415835497, 978-0415835497,https://www.amazon.co.uk/Punishment-Critical-Concepts-Criminology-Richard/dp/0415835496/ref=sr_1_82?s=books&ie=UTF8&qid=1540478568&sr=1-82&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Diagnostic Imaging: Pediatrics, 3e","427,220",196.84,A. Carlson Merrow  Jr. MD  FAAP,0323443060, 0323443060, 978-0323443067,https://www.amazon.co.uk/Diagnostic-Imaging-Carlson-Merrow-FAAP/dp/0323443060/ref=sr_1_81?s=books&ie=UTF8&qid=1540478568&sr=1-81&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Diagnostic Pathology: Endocrine, 2e","276,220",162.66,Vania Nosé MD  PhD,032352480X, 032352480X, 978-0323524803,https://www.amazon.co.uk/Diagnostic-Pathology-Vania-Nos%C3%A9-PhD/dp/032352480X/ref=sr_1_76?s=books&ie=UTF8&qid=1540478551&sr=1-76&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The Lost World of Old Europe: The Danube Valley, 5000-3500 BC","407,914",197.67,David W. Anthony,0691143889, 0691143889, 978-0691143880,https://www.amazon.co.uk/Lost-World-Old-Europe-5000-3500/dp/0691143889/ref=sr_1_75?s=books&ie=UTF8&qid=1540478551&sr=1-75&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Construction Mathematics,"286,889",170.63,Surinder Virdi,1138408832, 9781138408838, 978-1138408838,https://www.amazon.co.uk/Construction-Mathematics-Surinder-Virdi/dp/1138408832/ref=sr_1_72?s=books&ie=UTF8&qid=1540478551&sr=1-72&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Appetite Control: 209 (Handbook of Experimental Pharmacology),"285,529",219.44,Hans-Georg Joost,3642247156, 3642247156, 978-3642247156,https://www.amazon.co.uk/Appetite-Control-Handbook-Experimental-Pharmacology/dp/3642247156/ref=sr_1_68?s=books&ie=UTF8&qid=1540478551&sr=1-68&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Medical Negligence,"309,202",210.16,Michael Jones,0414028481, 0414028481, 978-0414028487,https://www.amazon.co.uk/Medical-Negligence-Michael-Jones/dp/0414028481/ref=sr_1_67?s=books&ie=UTF8&qid=1540478551&sr=1-67&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Tolley's Tax Guide 2018-19,"25,030",109.47,Claire Hayes,0754554988, 0754554988, 978-0754554981,https://www.amazon.co.uk/Tolleys-Guide-2018-19-Claire-Hayes/dp/0754554988/ref=sr_1_66?s=books&ie=UTF8&qid=1540478551&sr=1-66&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Foundations of Parasitology,"406,032",117.66,Larry Roberts,0073524190, 0073524190, 978-0073524191,https://www.amazon.co.uk/Foundations-Parasitology-Larry-Roberts/dp/0073524190/ref=sr_1_63?s=books&ie=UTF8&qid=1540478533&sr=1-63&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Comprehensive Surgical Management of Congenital Heart Disease,"429,136",161.19,Richard A Jonas,1444112155, 9781444112153, 978-1444112153,https://www.amazon.co.uk/Comprehensive-Surgical-Management-Congenital-Disease/dp/1444112155/ref=sr_1_58?s=books&ie=UTF8&qid=1540478533&sr=1-58&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Kanski's Clinical Ophthalmology: A Systematic Approach, 8e","183,304",108.00,Brad Bowling FRCSEd(Ophth)  FRCOphth  FRANZCO,0702055727, 0702055727, 978-0702055720,https://www.amazon.co.uk/Kanskis-Clinical-Ophthalmology-Systematic-Approach/dp/0702055727/ref=sr_1_57?s=books&ie=UTF8&qid=1540478533&sr=1-57&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Thomas' Calculus,"428,870",150.00,Joel R. Hass,0134438981, 0134438981, 978-0134438986,https://www.amazon.co.uk/Thomas-Calculus-Joel-R-Hass/dp/0134438981/ref=sr_1_54?s=books&ie=UTF8&qid=1540478533&sr=1-54&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Drilling Manual,"242,052",115.37,Australian Drilling Industry Training Committee Limited,1439814201, 1439814201, 978-1439814208,https://www.amazon.co.uk/Drilling-Australian-Industry-Training-Committee/dp/1439814201/ref=sr_1_47?s=books&ie=UTF8&qid=1540478515&sr=1-47&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The Feynman Lectures on Physics, boxed set: The New Millennium Edition","101,668",128.64,Matthew Sands,0465023827, 0465023827, 978-0465023820,https://www.amazon.co.uk/Feynman-Lectures-Physics-boxed-set/dp/0465023827/ref=sr_1_46?s=books&ie=UTF8&qid=1540478515&sr=1-46&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Pieter Bruegel. The Complete Works,"90,625",102.73,Jurgen Muller,3836556898, 9783836556897, 978-3836556897,https://www.amazon.co.uk/Pieter-Bruegel-Complete-Jurgen-Muller/dp/3836556898/ref=sr_1_44?s=books&ie=UTF8&qid=1540478515&sr=1-44&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Theories of Money and Banking: 1-2 (The International Library of Critical Writings in Economics Series),"300,205",343.27,L. Randall Wray,1848441037, 1848441037, 978-1848441033,https://www.amazon.co.uk/Theories-Money-Banking-International-Economics/dp/1848441037/ref=sr_1_42?s=books&ie=UTF8&qid=1540478515&sr=1-42&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Specialty Imaging: Arthrography, 2e","185,019",164.78,Julia R. Crim MD,0323594891, 0323594891, 978-0323594899,https://www.amazon.co.uk/Specialty-Imaging-Arthrography-Julia-Crim/dp/0323594891/ref=sr_1_41?s=books&ie=UTF8&qid=1540478515&sr=1-41&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Science Is Not a Quiet Life: Unravelling the Atomic Mechanism of Haemoglobin (Series in 20th Century Biology),"306,287",105.73,Max F. Perutz,9810227744, 9810227744, 978-9810227746,https://www.amazon.co.uk/Science-Not-Quiet-Life-Unravelling/dp/9810227744/ref=sr_1_40?s=books&ie=UTF8&qid=1540478515&sr=1-40&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Schorr Collection: Catalogue of Old Master and Nineteenth-Century Paintings,"210,528",234.83,Christopher Wright,0956820506, 0956820506, 978-0956820501,https://www.amazon.co.uk/Schorr-Collection-Catalogue-Nineteenth-Century-Paintings/dp/0956820506/ref=sr_1_38?s=books&ie=UTF8&qid=1540478515&sr=1-38&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Akira 35th Anniversary Box Set,"11,560",106.40,Katsuhiro Otomo,1632364611, 1632364611, 978-1632364616,https://www.amazon.co.uk/Akira-35th-Anniversary-Box-Set/dp/1632364611/ref=sr_1_28?s=books&ie=UTF8&qid=1540478495&sr=1-28&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Spon's Architects' and Builders' Price Book 2019 (Spon's Price Books),"31,612",162.58,AECOM,1138612014, 1138612014, 978-1138612013,https://www.amazon.co.uk/Spons-Architects-Builders-Price-Books/dp/1138612014/ref=sr_1_27?s=books&ie=UTF8&qid=1540478495&sr=1-27&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Martial, Buch 8: Einleitung, Text, Bersetzung, Kommentar (Palingenesia: Shriftenreihe Fur Klassiche Altertumswissenschaft)","305,654",218.79,Christian Schoffel,3515082131, 3515082131, 978-3515082136,https://www.amazon.co.uk/Martial-Buch-Palingenesia-Shriftenreihe-Altertumswissenschaft/dp/3515082131/ref=sr_1_26?s=books&ie=UTF8&qid=1540478495&sr=1-26&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Spinal Instrumentation: Challenges and Solutions,"219,666",102.69,Daniel H. Kim,1604068957, 9781604068955, 978-1604068955,https://www.amazon.co.uk/Spinal-Instrumentation-Challenges-Daniel-Kim/dp/1604068957/ref=sr_1_23?s=books&ie=UTF8&qid=1540478495&sr=1-23&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Textbook of Natural Medicine, 4e","84,133",112.77,Joseph E. Pizzorno Jr. ND,1437723330, 1437723330, 978-1437723335,https://www.amazon.co.uk/Textbook-Natural-Medicine-Joseph-Pizzorno/dp/1437723330/ref=sr_1_22?s=books&ie=UTF8&qid=1540478495&sr=1-22&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
China and International Nuclear Weapons Proliferation: Strategic Assistance (Asian Security Studies),"272,219",101.91,Henrik Stålhane Hiim,1138494593, 1138494593, 978-1138494596,https://www.amazon.co.uk/China-International-Nuclear-Weapons-Proliferation/dp/1138494593/ref=sr_1_18?s=books&ie=UTF8&qid=1540478495&sr=1-18&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Handbook of International Trade Agreements: Country, regional and global approaches (Routledge International Handbooks)","214,298",186.14,Robert E. Looney,1857439155, 9781857439151, 978-1857439151,https://www.amazon.co.uk/Handbook-International-Trade-Agreements-approaches/dp/1857439155/ref=sr_1_15/262-9303092-5872127?s=books&ie=UTF8&qid=1540478484&sr=1-15&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Verb Valency Patterns: A Challenge for Semantics-Based Accounts (Topics in English Linguistics [TiEL]),"376,651",166.50,Susen Faulhaber,3110240718, 3110240718, 978-3110240719,https://www.amazon.co.uk/Verb-Valency-Patterns-Semantics-Based-Linguistics/dp/3110240718/ref=sr_1_14/262-9303092-5872127?s=books&ie=UTF8&qid=1540478484&sr=1-14&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Comparative Judicial Review (Research Handbooks in Comparative Constitutional Law Series),"255,252",211.71,Erin F. Delaney,1788110595, 1788110595, 978-1788110594,https://www.amazon.co.uk/Comparative-Judicial-Research-Handbooks-Constitutional/dp/1788110595/ref=sr_1_13/262-9303092-5872127?s=books&ie=UTF8&qid=1540478484&sr=1-13&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Serous Effusions: Etiology, Diagnosis, Prognosis and Therapy","293,104",123.80,Ben Davidson,3319764772, 9783319764771, 978-3319764771,https://www.amazon.co.uk/Serous-Effusions-Etiology-Diagnosis-Prognosis/dp/3319764772/ref=sr_1_11/262-9303092-5872127?s=books&ie=UTF8&qid=1540478484&sr=1-11&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Tense in English: Its Structure and Use in Discourse (Routledge Library Editions: The English Language),"376,714",224.50,Renaat Declerck,1138919357, 1138919357, 978-1138919358,https://www.amazon.co.uk/Tense-English-Structure-Discourse-Routledge/dp/1138919357/ref=sr_1_9/262-9303092-5872127?s=books&ie=UTF8&qid=1540478484&sr=1-9&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Handbook of Personal and Organizational Transformation,"433,300",436.91,Judi Neal,3319668927, 9783319668925, 978-3319668925,https://www.amazon.co.uk/Handbook-Personal-Organizational-Transformation-Judi/dp/3319668927/ref=sr_1_8/262-9303092-5872127?s=books&ie=UTF8&qid=1540478484&sr=1-8&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Routledge Handbook of Risk Studies (Routledge International Handbooks),"278,766",130.67,Adam Burgess,1138022861, 9781138022867, 978-1138022867,https://www.amazon.co.uk/Routledge-Handbook-Studies-International-Handbooks/dp/1138022861/ref=sr_1_7/262-9303092-5872127?s=books&ie=UTF8&qid=1540478484&sr=1-7&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Springer Handbook of Odor (Springer Handbooks),"237,223",167.00,Andrea Büttner,3319269305, 9783319269306, 978-3319269306,https://www.amazon.co.uk/Springer-Handbook-Odor-Handbooks/dp/3319269305/ref=sr_1_5/262-9303092-5872127?s=books&ie=UTF8&qid=1540478484&sr=1-5&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Handbook of Vegetables and Vegetable Processing,"214,769",225.78,Muhammad Siddiq,1119098920, 1119098920, 978-1119098928,https://www.amazon.co.uk/Handbook-Vegetables-Vegetable-Processing-Muhammad/dp/1119098920/ref=sr_1_2/262-9303092-5872127?s=books&ie=UTF8&qid=1540478484&sr=1-2&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
