Title,BSR,Price in £ (starting from),Author,Book TypeASIN,ISBN-10,ISBN-13,URL
"Early Australian Architects and Their Work, The","534,114",346.62,Morton Herman,Paperback,020712065X, 020712065X, 978-0207120657,https://www.amazon.co.uk/Early-Australian-Architects-Their-Work/dp/020712065X/ref=sr_1_537?s=books&ie=UTF8&qid=1540505772&sr=1-537&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Sue Barton 7 Book Set (Sue Barton Series) by Helen Dore Boylston (2008-08-02),"694,699",201.35,Helen Dore Boylston,Paperback,1595110712, 1595110712, 978-1595110718,https://www.amazon.co.uk/Barton-Book-Helen-Boylston-2008-08-02/dp/1595110712/ref=sr_1_534?s=books&ie=UTF8&qid=1540505772&sr=1-534&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Cook on Costs 2018,"528,416",165.12,Simon Middleton,Paperback,1474304230, 1474304230, 978-1474304238,https://www.amazon.co.uk/Cook-Costs-2018-Simon-Middleton/dp/1474304230/ref=sr_1_523?s=books&ie=UTF8&qid=1540505758&sr=1-523&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Phantom,"594,702",127.79,Maury Yeston,Paperback,0895247275, 0895247275, 978-0895247278,https://www.amazon.co.uk/Phantom-Maury-Yeston/dp/0895247275/ref=sr_1_522?s=books&ie=UTF8&qid=1540505758&sr=1-522&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Eisenhower Versus the Spenders: The Eisenhower Administration, the Democrats and the Budget, 1953-60","588,533",144.95,Iwan Morgan,Paperback,1855671832, 1855671832, 978-1855671836,https://www.amazon.co.uk/Eisenhower-Versus-Spenders-Administration-Democrats/dp/1855671832/ref=sr_1_519?s=books&ie=UTF8&qid=1540505758&sr=1-519&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"The Diary of Samuel Pepys | Complete Set, 11 Volumes, Harper Collins, 1995","759,308",100.00,Samuel Pepys,Paperback,B00OXX4TFC,Not available,Not available,https://www.amazon.co.uk/Samuel-Complete-Volumes-Harper-Collins/dp/B00OXX4TFC/ref=sr_1_514?s=books&ie=UTF8&qid=1540505758&sr=1-514&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Colorvision,"715,354",337.70,Ron Cobb,Paperback,090933143X, 090933143X, 978-0909331436,https://www.amazon.co.uk/Colorvision-Ron-Cobb/dp/090933143X/ref=sr_1_513?s=books&ie=UTF8&qid=1540505758&sr=1-513&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Postgraduate Orthopaedics: The Candidate's Guide to the FRCS (Tr & Orth) Examination,"437,036",266.93,Paul A. Banaszkiewicz,Paperback,1107451647, 1107451647, 978-1107451643,https://www.amazon.co.uk/Postgraduate-Orthopaedics-Candidates-Guide-Examination/dp/1107451647/ref=sr_1_507?s=books&ie=UTF8&qid=1540505742&sr=1-507&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Imaging Brain Function With EEG: Advanced Temporal and Spatial Analysis of Electroencephalographic Signals,"553,908",533.80,Rodrigo Quian Quiroga,Paperback,1493900412, 1493900412, 978-1493900411,https://www.amazon.co.uk/Imaging-Brain-Function-EEG-Electroencephalographic/dp/1493900412/ref=sr_1_505?s=books&ie=UTF8&qid=1540505742&sr=1-505&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Still: Written by Kim Hargreaves, 2014 Edition, Publisher: Kim Hargreaves [Paperback]","561,987",396.19,Kim Hargreaves,Paperback,B00SLVN4OO,Not available,Not available,https://www.amazon.co.uk/Still-Written-Hargreaves-Publisher-Paperback/dp/B00SLVN4OO/ref=sr_1_504?s=books&ie=UTF8&qid=1540505742&sr=1-504&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Irregular Soldier (Into Battle),"620,126",154.95,M.G.M. Crosby,Paperback,0952255006, 0952255006, 978-0952255000,https://www.amazon.co.uk/Irregular-Soldier-Battle-M-G-M-Crosby/dp/0952255006/ref=sr_1_503?s=books&ie=UTF8&qid=1540505742&sr=1-503&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Life at Laxton: The Memories of Edith Hickson,"416,777",839.99,Edith Hickson,Paperback,0902031899, 0902031899, 978-0902031890,https://www.amazon.co.uk/Life-Laxton-Memories-Edith-Hickson/dp/0902031899/ref=sr_1_493?s=books&ie=UTF8&qid=1540505725&sr=1-493&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Mark Reid Fantasy Cats,"499,070",114.95,Mark Reid,Paperback,0955558530, 0955558530, 978-0955558535,https://www.amazon.co.uk/Mark-Reid-Fantasy-Cats/dp/0955558530/ref=sr_1_489?s=books&ie=UTF8&qid=1540505725&sr=1-489&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Mechanics of Soils: An Introduction to Critical State Soil Mechanics,"633,197",129.13,P.L. Bransby,Paperback,0070840792, 0070840792, 978-0070840799,https://www.amazon.co.uk/Mechanics-Soils-Introduction-Critical-State/dp/0070840792/ref=sr_1_482?s=books&ie=UTF8&qid=1540505725&sr=1-482&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Mechanics of Soils: An Introduction to Critical State Soil Mechanics,"633,197",129.13,P.L. Bransby,Paperback,0070840792, 0070840792, 978-0070840799,https://www.amazon.co.uk/Mechanics-Soils-Introduction-Critical-State/dp/0070840792/ref=sr_1_474?s=books&ie=UTF8&qid=1540505708&sr=1-474&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Van Morrison: Astral Weeks,"653,813",175.00,Van Morrison,Paperback,1859090796, 1859090796, 978-1859090794,https://www.amazon.co.uk/Van-Morrison-Astral-Weeks/dp/1859090796/ref=sr_1_471?s=books&ie=UTF8&qid=1540505708&sr=1-471&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Yoga Psychology: Kun'd'alini and Subtle Body Theory,"528,664",114.95,Maetreyii Ma,Paperback,0982891512, 0982891512, 978-0982891513,https://www.amazon.co.uk/Yoga-Psychology-Kundalini-Subtle-Theory/dp/0982891512/ref=sr_1_467?s=books&ie=UTF8&qid=1540505708&sr=1-467&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Yoga Psychology: Kun'd'alini and Subtle Body Theory,"528,664",114.95,Maetreyii Ma,Paperback,0982891512, 0982891512, 978-0982891513,https://www.amazon.co.uk/Yoga-Psychology-Kundalini-Subtle-Theory/dp/0982891512/ref=sr_1_463?s=books&ie=UTF8&qid=1540505691&sr=1-463&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
The Probation Directory 2015: Incorporating Offender Management and Interventions (2015-05-21),"502,829",125.98,No Author Specified!!,Paperback,B01HCAB12Q,Not available,Not available,https://www.amazon.co.uk/Probation-Directory-2015-Incorporating-Interventions/dp/B01HCAB12Q/ref=sr_1_459?s=books&ie=UTF8&qid=1540505691&sr=1-459&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Capital Gains Tax Roll-over, Hold-over and Deferral Reliefs 2011/12","525,965",451.99,Rebecca Cave,Paperback,1847667724, 1847667724, 978-1847667724,https://www.amazon.co.uk/Capital-Roll-over-Hold-over-Deferral-Reliefs/dp/1847667724/ref=sr_1_455?s=books&ie=UTF8&qid=1540505691&sr=1-455&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
USMLE Step 1 Lecture Notes 2017 (USMLE Prep),"600,362",136.40,Kaplan Medical,Paperback,150620841X, 150620841X, 978-1506208411,https://www.amazon.co.uk/USMLE-Step-Lecture-Notes-2017/dp/150620841X/ref=sr_1_450?s=books&ie=UTF8&qid=1540505691&sr=1-450&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
ITIL Lifecycle Suite,"165,783",205.52,Cabinet Office,Paperback,0113313233, 9780113313235, 978-0113313235,https://www.amazon.co.uk/ITIL-Lifecycle-Suite-Cabinet-Office/dp/0113313233/ref=sr_1_449?s=books&ie=UTF8&qid=1540505691&sr=1-449&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"The Modern Irish Drama: The Abbey Theatre: The Years of Synge, 1905-09 v. 3 (The Irish theatre series)","718,159",249.84,Robert Hogan,Paperback,0851052800, 0851052800, 978-0851052809,https://www.amazon.co.uk/Modern-Irish-Drama-Theatre-1905-09/dp/0851052800/ref=sr_1_439?s=books&ie=UTF8&qid=1540505676&sr=1-439&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Tolley's Capital Gains Tax 2018-19 Main Annual,"59,158",184.81,Kevin Walton,Paperback,0754554791, 0754554791, 978-0754554790,https://www.amazon.co.uk/Tolleys-Capital-Gains-2018-19-Annual/dp/0754554791/ref=sr_1_426?s=books&ie=UTF8&qid=1540505659&sr=1-426&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Dictionnaire Flaubert : Pack en 2 volumes,"763,892",325.00,Collectif,Paperback,2745348205, 2745348205, 978-2745348203,https://www.amazon.co.uk/Dictionnaire-Flaubert-Pack-volumes-Collectif/dp/2745348205/ref=sr_1_423?s=books&ie=UTF8&qid=1540505659&sr=1-423&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Shingon Buddhism: Theory and Practice,"669,112",129.95,Minoru Kiyota,Paperback,0914910108, 0914910108, 978-0914910107,https://www.amazon.co.uk/Shingon-Buddhism-Practice-Minoru-Kiyota/dp/0914910108/ref=sr_1_421?s=books&ie=UTF8&qid=1540505659&sr=1-421&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Plunkett's Food Industry Almanac 2018: Food & Beverages Industry Market Research, Statistics, Trends & Leading Companies (Plunkett's Industry Almanacs)","415,578",290.32,Jack W. Plunkett,Paperback,1628314702, 9781628314700, 978-1628314700,https://www.amazon.co.uk/Plunketts-Food-Industry-Almanac-2018/dp/1628314702/ref=sr_1_419?s=books&ie=UTF8&qid=1540505659&sr=1-419&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
AQA GCSE 9-1 Sociology Teacher Guide (AQA GCSE (9-1) Sociology),"573,794",147.79,Pauline Wilson,Paperback,0008220158, 0008220158, 978-0008220150,https://www.amazon.co.uk/AQA-GCSE-Sociology-Teacher-Guide/dp/0008220158/ref=sr_1_417?s=books&ie=UTF8&qid=1540505659&sr=1-417&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
AQA GCSE 9-1 Sociology Teacher Guide (AQA GCSE (9-1) Sociology),"573,794",147.79,Pauline Wilson,Paperback,0008220158, 0008220158, 978-0008220150,https://www.amazon.co.uk/AQA-GCSE-Sociology-Teacher-Guide/dp/0008220158/ref=sr_1_414?s=books&ie=UTF8&qid=1540505645&sr=1-414&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"WWII Aircraft Vol. III: Modeling, Detailing, Painting Weathering and Building Dioramas by Francois Verlinden (2002-03-22)","580,364",406.18,Francois Verlinden,Paperback,B01K3O9TTK,Not available,Not available,https://www.amazon.co.uk/WWII-Aircraft-Vol-III-Weathering/dp/B01K3O9TTK/ref=sr_1_412?s=books&ie=UTF8&qid=1540505645&sr=1-412&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Soft Cell Non Stop Erotic Cabaret,"619,592",127.87,No Author Specified!!,Paperback,B00AKODUU8,Not available,Not available,https://www.amazon.co.uk/Soft-Cell-Stop-Erotic-Cabaret/dp/B00AKODUU8/ref=sr_1_408?s=books&ie=UTF8&qid=1540505645&sr=1-408&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
EU Data Protection Law,"400,929",139.79,Denis Kelleher,Paperback,1784515531, 1784515531, 978-1784515539,https://www.amazon.co.uk/Data-Protection-Law-Denis-Kelleher/dp/1784515531/ref=sr_1_404?s=books&ie=UTF8&qid=1540505645&sr=1-404&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Mandibular Suction-effective Denture and BPS: A Complete Guide,"29,997",266.01,Jiro Abe,Paperback,4781202608, 4781202608, 978-4781202600,https://www.amazon.co.uk/Mandibular-Suction-effective-Denture-BPS-Complete/dp/4781202608/ref=sr_1_403?s=books&ie=UTF8&qid=1540505645&sr=1-403&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Darken ship,"567,863",141.32,No Author Specified!!,Paperback,B000OS8KBO,Not available,Not available,https://www.amazon.co.uk/Darken-ship/dp/B000OS8KBO/ref=sr_1_399?s=books&ie=UTF8&qid=1540505625&sr=1-399&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Essays in Metaphysics,"593,424",234.34,Desmond Connell,Paperback,1851822283, 1851822283, 978-1851822287,https://www.amazon.co.uk/Essays-Metaphysics-Desmond-Connell/dp/1851822283/ref=sr_1_398?s=books&ie=UTF8&qid=1540505625&sr=1-398&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Cane reapers: Chinese indentured immigrants in Guyana,"618,917",122.99,Trev Sue-A-Quan,Paperback,0968044751, 0968044751, 978-0968044759,https://www.amazon.co.uk/Cane-reapers-Chinese-indentured-immigrants/dp/0968044751/ref=sr_1_395?s=books&ie=UTF8&qid=1540505625&sr=1-395&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Carlos Schwabe, 1866-1926: Catalogue des peintures, dessins et livres illustrés appartenant au Musée dart et dhistoire de Genève","662,703",180.58,Switzerland) Musée dart et dhistoire (Geneva,Paperback,2830600452, 2830600452, 978-2830600452,https://www.amazon.co.uk/Carlos-Schwabe-1866-1926-Catalogue-appartenant/dp/2830600452/ref=sr_1_394?s=books&ie=UTF8&qid=1540505625&sr=1-394&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"English Practice Exercises 11+ Answer Book: Practice Exercises for Common Entrance Preparation (Iseb Practice Exercises at 11+) by Hammond, Andrew Published by ISEB Publications (2012)","639,786",128.34,No Author Specified!!,Paperback,B00G09U39I,Not available,Not available,https://www.amazon.co.uk/English-Practice-Exercises-Answer-Book/dp/B00G09U39I/ref=sr_1_391?s=books&ie=UTF8&qid=1540505625&sr=1-391&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Numicon: Firm Foundations Teaching Pack,"430,142",147.41,Ruth Atkinson,Paperback,0198375220, 9780198375227, 978-0198375227,https://www.amazon.co.uk/Numicon-Firm-Foundations-Teaching-Pack/dp/0198375220/ref=sr_1_390?s=books&ie=UTF8&qid=1540505625&sr=1-390&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Official Assassin: Winston Churchill's Sas Hit Team,"725,407",181.87,Peter Mason,Paperback,0932572316, 0932572316, 978-0932572318,https://www.amazon.co.uk/Official-Assassin-Winston-Churchills-Team/dp/0932572316/ref=sr_1_385?s=books&ie=UTF8&qid=1540505625&sr=1-385&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Official Assassin: Winston Churchill's Sas Hit Team,"725,407",181.87,Peter Mason,Paperback,0932572316, 0932572316, 978-0932572318,https://www.amazon.co.uk/Official-Assassin-Winston-Churchills-Team/dp/0932572316/ref=sr_1_383?s=books&ie=UTF8&qid=1540505607&sr=1-383&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
The Complete Guide to Aromatherapy,"320,676",126.68,Salvatore Battaglia,Paperback,0646428969, 0646428969, 978-0646428963,https://www.amazon.co.uk/Complete-Guide-Aromatherapy-Salvatore-Battaglia/dp/0646428969/ref=sr_1_376?s=books&ie=UTF8&qid=1540505607&sr=1-376&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Apley & Solomons System of Orthopaedics and Trauma,"476,675",123.00,Ashley Blom,Paperback,1498751679, 1498751679, 978-1498751674,https://www.amazon.co.uk/Apley-Solomons-System-Orthopaedics-Trauma/dp/1498751679/ref=sr_1_374?s=books&ie=UTF8&qid=1540505607&sr=1-374&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
The Military Balance 2018,"652,563",385.68,The International Institute for Strategic Studies (IISS),Paperback,1857439554, 1857439554, 978-1857439557,https://www.amazon.co.uk/Military-Balance-International-Institute-Strategic/dp/1857439554/ref=sr_1_372?s=books&ie=UTF8&qid=1540505607&sr=1-372&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
How Humans Evolved,"514,799",136.38,Professor of Pediatrics Robert Boyd,Paperback,0393603458, 0393603458, 978-0393603453,https://www.amazon.co.uk/Humans-Evolved-Professor-Pediatrics-Robert/dp/0393603458/ref=sr_1_367?s=books&ie=UTF8&qid=1540505595&sr=1-367&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Rich Law, Poor Law: Different Responses to Tax and Supplementary Benefit Fraud","510,297",732.54,Dee Cook,Paperback,0335158773, 0335158773, 978-0335158775,https://www.amazon.co.uk/Rich-Law-Poor-Different-Supplementary/dp/0335158773/ref=sr_1_365?s=books&ie=UTF8&qid=1540505595&sr=1-365&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
CFA Program Curriculum 2019 Level II Volumes 1-6 Box Set (CFA Curriculum 2019),"161,421",145.18,CFA Institute,Paperback,1946442267, 1946442267, 978-1946442260,https://www.amazon.co.uk/Program-Curriculum-2019-Level-Volumes/dp/1946442267/ref=sr_1_361?s=books&ie=UTF8&qid=1540505595&sr=1-361&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Natural Deduction, Hybrid Systems and Modal Logics (Trends in Logic)","782,780",251.50,Andrzej Indrzejczak,Paperback,9400732430, 9400732430, 978-9400732438,https://www.amazon.co.uk/Natural-Deduction-Hybrid-Systems-Logics/dp/9400732430/ref=sr_1_360?s=books&ie=UTF8&qid=1540505595&sr=1-360&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
PM Plus Red 5&6 Non Fiction Mixed Pack (6): Playing with Dough PM PLUS Non Fiction Level 5&6 Play Red: Red Level 5 & 6 (Progress with Meaning),"306,960",467.33,No Author Specified!!,Paperback,0170095959, 0170095959, 978-0170095952,https://www.amazon.co.uk/Plus-Red-Fiction-Mixed-Pack/dp/0170095959/ref=sr_1_357?s=books&ie=UTF8&qid=1540505595&sr=1-357&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Pandora Hearts Complete Series Box Set (Pandorahearts Vol 1 Pandorahea),"453,684",210.88,Jun Mochizuki,Paperback,0316445371, 0316445371, 978-0316445375,https://www.amazon.co.uk/Pandora-Hearts-Complete-Pandorahearts-Pandorahea/dp/0316445371/ref=sr_1_356?s=books&ie=UTF8&qid=1540505595&sr=1-356&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
USMLE Step 2 CK Lecture Notes 2018: 5-Book Set (USMLE Prep),"763,844",125.94,Kaplan Medical,Paperback,1506220908, 1506220908, 978-1506220901,https://www.amazon.co.uk/USMLE-Step-Lecture-Notes-2018/dp/1506220908/ref=sr_1_355?s=books&ie=UTF8&qid=1540505595&sr=1-355&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Cyber Security: Law and Guidance,"367,214",106.87,Helen Wong,Paperback,152650586X, 9781526505866, 978-1526505866,https://www.amazon.co.uk/Cyber-Security-Guidance-Helen-Wong/dp/152650586X/ref=sr_1_351?s=books&ie=UTF8&qid=1540505577&sr=1-351&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
El Metodo,"337,618",238.13,Neil Strauss,Paperback,8408067192, 8408067192, 978-8408067191,https://www.amazon.co.uk/El-Metodo-Neil-Strauss/dp/8408067192/ref=sr_1_348?s=books&ie=UTF8&qid=1540505577&sr=1-348&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"The Science of Paediatrics: MRCPCH Mastercourse, 1e (MRCPCH Study Guides)","413,381",167.40,Tom Lissauer MB  BChir  FRCPCH,Paperback,0702063134, 0702063134, 978-0702063138,https://www.amazon.co.uk/Science-Paediatrics-MRCPCH-Mastercourse-Guides/dp/0702063134/ref=sr_1_347?s=books&ie=UTF8&qid=1540505577&sr=1-347&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Cost-Reimbursement Contracting,"650,173",183.34,Ralph C Nash Jr,Paperback,0808034081, 0808034081, 978-0808034087,https://www.amazon.co.uk/Cost-Reimbursement-Contracting-Ralph-Nash-Jr/dp/0808034081/ref=sr_1_335?s=books&ie=UTF8&qid=1540505561&sr=1-335&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Realm of Fig and Quince: An Anthology of Recipes,"843,293",181.61,Ria Loohuizen,Paperback,1903018749, 1903018749, 978-1903018743,https://www.amazon.co.uk/Realm-Fig-Quince-Anthology-Recipes/dp/1903018749/ref=sr_1_330?s=books&ie=UTF8&qid=1540505561&sr=1-330&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
New Graphic Design: 1958-1965,"440,803",124.69,Lars Muller,Paperback,3037784113, 3037784113, 978-3037784112,https://www.amazon.co.uk/New-Graphic-Design-Lars-Muller/dp/3037784113/ref=sr_1_327?s=books&ie=UTF8&qid=1540505561&sr=1-327&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Reflexology: A Practical Approach 2nd Edition,"321,663",166.83,Vicki Pitman,Paperback,0748765778, 0748765778, 978-0748765775,https://www.amazon.co.uk/Reflexology-Practical-Approach-Vicki-Pitman/dp/0748765778/ref=sr_1_321?s=books&ie=UTF8&qid=1540505561&sr=1-321&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Reflexology: A Practical Approach 2nd Edition,"321,663",166.83,Vicki Pitman,Paperback,0748765778, 0748765778, 978-0748765775,https://www.amazon.co.uk/Reflexology-Practical-Approach-Vicki-Pitman/dp/0748765778/ref=sr_1_319?s=books&ie=UTF8&qid=1540505542&sr=1-319&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Olicana's Children,"518,278",149.94,Peter Wood,Paperback,0956212301, 0956212301, 978-0956212306,https://www.amazon.co.uk/Olicanas-Children-Peter-Wood/dp/0956212301/ref=sr_1_317?s=books&ie=UTF8&qid=1540505542&sr=1-317&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Biology of the Vespine Wasps,"553,846",135.19,Makoto Matsuura,Paperback,3642752322, 3642752322, 978-3642752322,https://www.amazon.co.uk/Biology-Vespine-Wasps-Makoto-Matsuura/dp/3642752322/ref=sr_1_300?s=books&ie=UTF8&qid=1540505524&sr=1-300&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Exploring Corporate Strategy (8th Edition) by Gerry Johnson (2008-01-21),"698,625",179.99,Gerry Johnson;Kevan Scholes;Richard Whittington,Paperback,B012YSCAO4,Not available,Not available,https://www.amazon.co.uk/Exploring-Corporate-Strategy-Johnson-2008-01-21/dp/B012YSCAO4/ref=sr_1_295?s=books&ie=UTF8&qid=1540505524&sr=1-295&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Peter Grimes. [Opera. Vocal Score.],"603,932",100.00,Edward Benjamin Britten,Paperback,B0000CTOS5,Not available,Not available,https://www.amazon.co.uk/Peter-Grimes-Opera-Vocal-Score/dp/B0000CTOS5/ref=sr_1_293?s=books&ie=UTF8&qid=1540505524&sr=1-293&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
These Obstreperous Lassies: History of the Irish Women's Workers Union,"644,964",316.70,Mary Jones,Paperback,0717116298, 0717116298, 978-0717116294,https://www.amazon.co.uk/These-Obstreperous-Lassies-History-Workers/dp/0717116298/ref=sr_1_283?s=books&ie=UTF8&qid=1540505507&sr=1-283&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Celtic Ireland,"596,632",197.08,Eoin MacNeill,Paperback,0906187427, 0906187427, 978-0906187425,https://www.amazon.co.uk/Celtic-Ireland-Eoin-MacNeill/dp/0906187427/ref=sr_1_279?s=books&ie=UTF8&qid=1540505507&sr=1-279&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
A Global History: From Prehistory to the 21st Century,"706,250",108.41,Leften Stavrianos,Paperback,0139238972, 0139238972, 978-0139238970,https://www.amazon.co.uk/Global-History-Prehistory-21st-Century/dp/0139238972/ref=sr_1_276?s=books&ie=UTF8&qid=1540505507&sr=1-276&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Winfield and Jolowicz on Tort,"358,273",104.95,No Author Specified!!,Paperback,B00T84H8CC, 0414025652, 978-0414025653,https://www.amazon.co.uk/Winfield-and-Jolowicz-on-Tort/dp/B00T84H8CC/ref=sr_1_274?s=books&ie=UTF8&qid=1540505507&sr=1-274&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Tales from the School Around the Corner,"375,522",146.99,Paddy Crosbie,Paperback,0853426112, 0853426112, 978-0853426110,https://www.amazon.co.uk/Tales-School-Around-Corner-Crosbie/dp/0853426112/ref=sr_1_273?s=books&ie=UTF8&qid=1540505507&sr=1-273&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
The Red Thread: The Integrated System and Variations of Pilates - The Mat,"429,390",341.81,Kathryn Ross-Nash,Paperback,099074650X, 9780990746508, 978-0990746508,https://www.amazon.co.uk/Red-Thread-Integrated-Variations-Pilates/dp/099074650X/ref=sr_1_271?s=books&ie=UTF8&qid=1540505489&sr=1-271&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Truth Love Beauty,"500,146",235.54,FRANCIS LUCILLE,Paperback,1882874021, 1882874021, 978-1882874026,https://www.amazon.co.uk/Truth-Love-Beauty-FRANCIS-LUCILLE/dp/1882874021/ref=sr_1_265?s=books&ie=UTF8&qid=1540505489&sr=1-265&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
A Text-Book of Roman Law: From Augustus to Justinian by W. W. Buckland (2007-12-03),"578,490",100.86,W. W. Buckland,Paperback,B01FKSBW2Q,Not available,Not available,https://www.amazon.co.uk/Text-Book-Roman-Law-Justinian-2007-12-03/dp/B01FKSBW2Q/ref=sr_1_264?s=books&ie=UTF8&qid=1540505489&sr=1-264&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"The Changing Face of the Earth,the Break-up of Pangaea and Continental Drift Over the Past 250 Million Years in Ten Steps","433,697",473.16,Bruno Vrielynck,Paperback,9231039008, 9231039008, 978-9231039003,https://www.amazon.co.uk/Changing-Break-up-Pangaea-Continental-Million/dp/9231039008/ref=sr_1_261?s=books&ie=UTF8&qid=1540505489&sr=1-261&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Cell-to-Cell Mapping: A Method of Global Analysis for Nonlinear Systems (Applied Mathematical Sciences),"667,830",144.24,C. S. Hsu,Paperback,1441930833, 1441930833, 978-1441930835,https://www.amazon.co.uk/Cell-Cell-Mapping-Nonlinear-Mathematical/dp/1441930833/ref=sr_1_258?s=books&ie=UTF8&qid=1540505489&sr=1-258&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
